"sa2_code_2011","sa2_name_2011","sa2_code_2021","sa2_name_2021","weight_norm_from_2011","weight_percent_from_2011","lga_code_2021","lga_name_2021","nsw_lhd_name"
105031104,"Gilgandra","105031104","Gilgandra",1,"100.0%",12950,"Gilgandra","Western NSW"
125041488,"Girraween - Westmead","125041589","Wentworthville - Westmead",0.5576,"55.8%",12380,"Cumberland","Western Sydney"
125041488,"Girraween - Westmead","125041588","Pendle Hill - Girraween",0.4424,"44.2%",12380,"Cumberland","Western Sydney"
126021498,"Gladesville - Huntleys Point","126021498","Gladesville - Huntleys Point",1,"100.0%",16700,"Ryde","Northern Sydney"
117031331,"Glebe - Forest Lodge","117031331","Glebe - Forest Lodge",1,"100.0%",17200,"Sydney","Sydney"
110021190,"Glen Innes","110021190","Glen Innes",1,"100.0%",13010,"Glen Innes Severn","Hunter New England"
111011209,"Glendale - Cardiff - Hillsborough","111011209","Glendale - Cardiff - Hillsborough",1,"100.0%",14650,"Lake Macquarie","Hunter New England"
116031314,"Glendenning Dean Park","116031314","Glendenning - Dean Park",1,"100.0%",10750,"Blacktown","Western Sydney"
115011294,"Glenhaven","115011294","Glenhaven",1,"100.0%",17420,"The Hills Shire","Western Sydney"
124031460,"Glenmore Park - Regentville","124031460","Glenmore Park - Regentville",0.9996229,"100.0%",16350,"Penrith","Nepean Blue Mountains"
124031460,"Glenmore Park - Regentville","124031463","Mulgoa - Luddenham - Orchard Hills",0.0003771,"0.0%",16350,"Penrith","Nepean Blue Mountains"
116021309,"Glenwood","116021309","Glenwood",1,"100.0%",10750,"Blacktown","Western Sydney"
108051167,"Gloucester","108051167","Gloucester",1,"100.0%",15240,"Mid-Coast","Hunter New England"
112021246,"Goonellabah","112021246","Goonellabah",1,"100.0%",14850,"Lismore","Northern NSW"
121031407,"Gordon - Killara","121031407","Gordon - Killara",1,"100.0%",14500,"Ku-ring-gai","Northern Sydney"
102021048,"Gorokan - Kanwal - Charmhaven","102021048","Gorokan - Kanwal - Charmhaven",1,"100.0%",11650,"Central Coast (NSW)","Central Coast"
102011032,"Gosford - Springfield","102011032","Gosford - Springfield",1,"100.0%",11650,"Central Coast (NSW)","Central Coast"
101011001,"Goulburn","101051539","Goulburn",1,"100.0%",13310,"Goulburn Mulwaree","Southern NSW"
101011002,"Goulburn Region","101051540","Goulburn Surrounds",1,"100.0%",17640,"Upper Lachlan Shire","Southern NSW"
104011080,"Grafton","104011080","Grafton",1,"100.0%",11730,"Clarence Valley","Northern NSW"
104011081,"Grafton Region","104011081","Grafton Surrounds",1,"100.0%",11730,"Clarence Valley","Northern NSW"
125031481,"Granville - Clyde","125031481","Granville - Clyde",1,"100.0%",12380,"Cumberland","Western Sydney"
127011507,"Green Valley - Cecil Hills","127011594","Green Valley",0.430433756956624,"43.0%",14900,"Liverpool","South Western Sydney"
127011507,"Green Valley - Cecil Hills","127011595","Hinchinbrook",0.330864766913523,"33.1%",14900,"Liverpool","South Western Sydney"
127011507,"Green Valley - Cecil Hills","127011593","Cecil Hills",0.238701476129852,"23.9%",14900,"Liverpool","South Western Sydney"
119011357,"Greenacre - Mount Lewis","119011655","Greenacre - North",0.528426,"52.8%",11570,"Canterbury-Bankstown","South Western Sydney"
119011357,"Greenacre - Mount Lewis","119011656","Greenacre - South",0.471574,"47.2%",11570,"Canterbury-Bankstown","South Western Sydney"
127021517,"Greenfield Park - Prairiewood","127021517","Greenfield Park - Prairiewood",1,"100.0%",12850,"Fairfield","South Western Sydney"
103021066,"Grenfell","103021066","Grenfell",1,"100.0%",18100,"Weddin","Western NSW"
125031482,"Greystanes - Pemulwuy","125031713","Greystanes - South",0.614023,"61.4%",12380,"Cumberland","Western Sydney"
125031482,"Greystanes - Pemulwuy","125031715","Pemulwuy - Greystanes (North)",0.385977,"38.6%",12380,"Cumberland","Western Sydney"
113011256,"Griffith (NSW)","113011256","Griffith (NSW)",1,"100.0%",13450,"Griffith","Murrumbidgee"
113011257,"Griffith Region","113011257","Griffith Surrounds",1,"100.0%",11600,"Carrathool","Murrumbidgee"
125031483,"Guildford - South Granville","125031483","Guildford - South Granville",1,"100.0%",12380,"Cumberland","Western Sydney"
125031484,"Guildford West - Merrylands West","125031484","Guildford West - Merrylands West",1,"100.0%",12380,"Cumberland","Western Sydney"
113031264,"Gundagai","113031264","Gundagai",0.9996504,"100.0%",12160,"Cootamundra-Gundagai Regional","Murrumbidgee"
113031264,"Gundagai","101061542","Yass Surrounds",0.0003496,"0.0%",18710,"Yass Valley","Southern NSW"
110041199,"Gunnedah","110041199","Gunnedah",1,"100.0%",13550,"Gunnedah","Hunter New England"
110041200,"Gunnedah Region","110041200","Gunnedah Surrounds",1,"100.0%",13550,"Gunnedah","Hunter New England"
128011529,"Gymea - Grays Point","128011529","Gymea - Grays Point",1,"100.0%",17150,"Sutherland Shire","South Eastern Sydney"
120031395,"Haberfield - Summer Hill","120031395","Haberfield - Summer Hill",1,"100.0%",14170,"Inner West","Sydney"
111031224,"Hamilton - Broadmeadow","111031224","Hamilton - Broadmeadow",1,"100.0%",15900,"Newcastle","Hunter New England"
116031315,"Hassall Grove - Plumpton","116031315","Hassall Grove - Plumpton",1,"100.0%",10750,"Blacktown","Western Sydney"
109021177,"Hay","109021177","Hay",1,"100.0%",13850,"Hay","Murrumbidgee"
128021533,"Heathcote - Waterfall","128021533","Heathcote - Waterfall",1,"100.0%",17150,"Sutherland Shire","South Eastern Sydney"
107041147,"Helensburgh","107041147","Helensburgh",1,"100.0%",18450,"Wollongong","Illawarra Shoalhaven"
114021285,"Hill Top - Colo Vale","114021285","Hill Top - Colo Vale",1,"100.0%",18350,"Wingecarribee","South Western Sydney"
127031524,"Holsworthy - Wattle Grove","127031524","Holsworthy - Wattle Grove",1,"100.0%",14900,"Liverpool","South Western Sydney"
123021439,"Holsworthy Military Area","123021439","Holsworthy Military Area",1,"100.0%",11500,"Campbelltown (NSW)","South Western Sydney"
120031396,"Homebush","120031396","Homebush",1,"100.0%",17100,"Strathfield","Sydney"
125011473,"Homebush Bay - Silverwater","125011710","Wentworth Point - Sydney Olympic Park",0.5168406,"51.7%",16260,"Parramatta","Western Sydney"
125011473,"Homebush Bay - Silverwater","125011709","Silverwater - Newington",0.4831594,"48.3%",16260,"Parramatta","Western Sydney"
121021405,"Hornsby - Waitara","121021577","Hornsby - East",0.364698336469834,"36.5%",14000,"Hornsby","Northern Sydney"
121021405,"Hornsby - Waitara","121021578","Hornsby - West",0.339591090824389,"34.0%",14000,"Hornsby","Northern Sydney"
121021405,"Hornsby - Waitara","121021579","Wahroonga (West) - Waitara",0.294705529470553,"29.5%",14000,"Hornsby","Northern Sydney"
121021405,"Hornsby - Waitara","121021406","Normanhurst - Thornleigh - Westleigh",0.000680900068090007,"0.1%",14000,"Hornsby","Northern Sydney"
121021405,"Hornsby - Waitara","121021403","Asquith - Mount Colah",0.000324143167134317,"0.0%",14000,"Hornsby","Northern Sydney"
107011132,"Horsley - Kembla Grange","107011132","Horsley - Kembla Grange",1,"100.0%",18450,"Wollongong","Illawarra Shoalhaven"
127021518,"Horsley Park - Kemps Creek","127021518","Horsley Park - Kemps Creek",1,"100.0%",12850,"Fairfield","South Western Sydney"
127011508,"Hoxton Park - Horningsea Park","127011597","West Hoxton - Middleton Grange",0.5175168,"51.8%",14900,"Liverpool","South Western Sydney"
127011508,"Hoxton Park - Horningsea Park","127011596","Hoxton Park - Carnes Hill - Horningsea Park",0.4824832,"48.2%",14900,"Liverpool","South Western Sydney"
126021499,"Hunters Hill - Woolwich","126021499","Hunters Hill - Woolwich",1,"100.0%",14100,"Hunters Hill","Northern Sydney"
119031368,"Hurstville","119031665","Hurstville - North",0.5345103,"53.5%",12930,"Georges River","South Eastern Sydney"
119031368,"Hurstville","119031664","Hurstville - Central",0.4654897,"46.5%",12930,"Georges River","South Eastern Sydney"
114011276,"Huskisson - Vincentia","114011276","Huskisson - Vincentia",1,"100.0%",16950,"Shoalhaven","Illawarra Shoalhaven"
107021135,"Illawarra Catchment Reserve","107021135","Illawarra Catchment Reserve",1,"100.0%",18450,"Wollongong","South Western Sydney"
128021534,"Illawong - Alfords Point","128021534","Illawong - Alfords Point",1,"100.0%",17150,"Sutherland Shire","South Eastern Sydney"
123021440,"Ingleburn - Denham Court","123021705","Ingleburn",0.8385377,"83.9%",11500,"Campbelltown (NSW)","South Western Sydney"
123021440,"Ingleburn - Denham Court","123021703","Denham Court - Bardia",0.158187,"15.8%",11500,"Campbelltown (NSW)","South Western Sydney"
123021440,"Ingleburn - Denham Court","127011728","Leppington - Catherine Field",0.0032753,"0.3%",11450,"Camden","South Western Sydney"
110021191,"Inverell","110021191","Inverell",1,"100.0%",14220,"Inverell","Hunter New England"
110021192,"Inverell Region - East","110021192","Inverell Surrounds - East",1,"100.0%",14220,"Inverell","Hunter New England"
110021193,"Inverell Region - West","110021193","Inverell Surrounds - West",1,"100.0%",13660,"Gwydir","Hunter New England"
124031461,"Jamisontown - South Penrith","124031461","Jamisontown - South Penrith",1,"100.0%",16350,"Penrith","Nepean Blue Mountains"
102021049,"Jilliby - Yarramalong","102021049","Jilliby - Yarramalong",1,"100.0%",11650,"Central Coast (NSW)","Central Coast"
101031016,"Jindabyne - Berridale","101031016","Jindabyne - Berridale",1,"100.0%",17040,"Snowy Monaro Regional","Southern NSW"
113031265,"Junee","113031265","Junee",1,"100.0%",14300,"Junee","Murrumbidgee"
101021008,"Karabar","101021008","Karabar",1,"100.0%",16490,"Queanbeyan-Palerang Regional","Southern NSW"
102011033,"Kariong","102011033","Kariong",1,"100.0%",11650,"Central Coast (NSW)","Central Coast"
124011452,"Katoomba - Leura","124011452","Katoomba - Leura",1,"100.0%",10900,"Blue Mountains","Nepean Blue Mountains"
115011295,"Kellyville","115011621","Kellyville - East",0.592265950787,"59.2%",17420,"The Hills Shire","Western Sydney"
115011295,"Kellyville","115011557","Castle Hill - West",0.21657,"21.7%",17420,"The Hills Shire","Western Sydney"
115011295,"Kellyville","115011622","Kellyville - West",0.191164049213,"19.1%",17420,"The Hills Shire","Western Sydney"
108021155,"Kempsey","108021155","Kempsey",1,"100.0%",14350,"Kempsey","Mid North Coast"
108021156,"Kempsey Region","108021156","Kempsey Surrounds",1,"100.0%",14350,"Kempsey","Mid North Coast"
118021349,"Kensington - Kingsford","118021565","Kingsford",0.5246318,"52.5%",16550,"Randwick","South Eastern Sydney"
118021349,"Kensington - Kingsford","118021564","Kensington (NSW)",0.4753682,"47.5%",16550,"Randwick","South Eastern Sydney"
107031138,"Kiama","107031138","Kiama",1,"100.0%",14400,"Kiama","Illawarra Shoalhaven"
107031139,"Kiama Downs - Minnamurra","107031139","Kiama Downs - Minnamurra",1,"100.0%",14400,"Kiama","Illawarra Shoalhaven"
107031140,"Kiama Hinterland - Gerringong","107031140","Kiama Hinterland - Gerringong",1,"100.0%",14400,"Kiama","Illawarra Shoalhaven"
102011034,"Kincumber - Picketts Valley","102011034","Kincumber - Picketts Valley",0.9990335,"99.9%",11650,"Central Coast (NSW)","Central Coast"
102011034,"Kincumber - Picketts Valley","102011039","Terrigal - North Avoca",0.0009665,"0.1%",11650,"Central Coast (NSW)","Central Coast"
112031250,"Kingscliff - Fingal Head","112031250","Kingscliff - Fingal Head",1,"100.0%",17550,"Tweed","Northern NSW"
119021364,"Kingsgrove (North) - Earlwood","119021662","Earlwood",0.7447701,"74.5%",11570,"Canterbury-Bankstown","Sydney"
119021364,"Kingsgrove (North) - Earlwood","119021663","Kingsgrove - North",0.2552299,"25.5%",11570,"Canterbury-Bankstown","Sydney"
119041377,"Kingsgrove (South) - Bardwell Park","119041377","Kingsgrove (South) - Bardwell Park",1,"100.0%",10500,"Bayside (NSW)","South Eastern Sydney"
124031462,"Kingswood - Werrington","124031462","Kingswood - Werrington",1,"100.0%",16350,"Penrith","Nepean Blue Mountains"
119041378,"Kogarah","119041378","Kogarah",1,"100.0%",10500,"Bayside (NSW)","South Eastern Sydney"
119041379,"Kogarah Bay - Carlton - Allawah","119041379","Kogarah Bay - Carlton - Allawah",1,"100.0%",12930,"Georges River","South Eastern Sydney"
104021088,"Korora - Emerald Beach","104021088","Korora - Emerald Beach",1,"100.0%",11800,"Coffs Harbour","Mid North Coast"
115031300,"Kurrajong Heights - Ebenezer","115031300","Kurrajong Heights - Ebenezer",1,"100.0%",13800,"Hawkesbury","Nepean Blue Mountains"
106011111,"Kurri Kurri - Abermain","106011111","Kurri Kurri - Abermain",1,"100.0%",11720,"Cessnock","Hunter New England"
112021247,"Kyogle","112021247","Kyogle",1,"100.0%",14550,"Kyogle","Northern NSW"
102021050,"Lake Munmorah - Mannering Park","102021050","Lake Munmorah - Mannering Park",1,"100.0%",11650,"Central Coast (NSW)","Central Coast"
119021365,"Lakemba - Wiley Park","119021573","Lakemba",0.615241,"61.5%",11570,"Canterbury-Bankstown","Sydney"
119021365,"Lakemba - Wiley Park","119021574","Wiley Park",0.384759,"38.5%",11570,"Canterbury-Bankstown","Sydney"
116011307,"Lalor Park - Kings Langley","116011307","Lalor Park - Kings Langley",1,"100.0%",10750,"Blacktown","Western Sydney"
111031225,"Lambton - New Lambton","111031225","Lambton - New Lambton",1,"100.0%",15900,"Newcastle","Hunter New England"
121011400,"Lane Cove - Greenwich","121011686","Lane Cove",0.514947,"51.5%",14700,"Lane Cove","Northern Sydney"
121011400,"Lane Cove - Greenwich","121011685","Greenwich - Riverview",0.485053,"48.5%",14700,"Lane Cove","Northern Sydney"
108041162,"Laurieton - Bonny Hills","108041162","Laurieton - Bonny Hills",1,"100.0%",16380,"Port Macquarie-Hastings","Mid North Coast"
109011176,"Lavington","109011176","Lavington",1,"100.0%",10050,"Albury","Albury Wodonga Health (Network with Victoria)"
124011453,"Lawson - Hazelbrook - Linden","124011453","Lawson - Hazelbrook - Linden",1,"100.0%",10900,"Blue Mountains","Nepean Blue Mountains"
113011258,"Leeton","113011258","Leeton",1,"100.0%",14750,"Leeton","Murrumbidgee"
120021388,"Leichhardt - Annandale","120021675","Leichhardt",0.6442625,"64.4%",14170,"Inner West","Sydney"
120021388,"Leichhardt - Annandale","120021674","Annandale (NSW)",0.3557375,"35.6%",14170,"Inner West","Sydney"
106031120,"Lemon Tree Passage - Tanilba Bay","106031120","Lemon Tree Passage - Tanilba Bay",1,"100.0%",16400,"Port Stephens","Hunter New England"
112011242,"Lennox Head - Skennars Head","112011242","Lennox Head - Skennars Head",1,"100.0%",10250,"Ballina","Northern NSW"
116031316,"Lethbridge Park - Tregear","116031316","Lethbridge Park - Tregear",1,"100.0%",10750,"Blacktown","Western Sydney"
123021441,"Leumeah - Minto Heights","123021441","Leumeah - Minto Heights",1,"100.0%",11500,"Campbelltown (NSW)","South Western Sydney"
125011474,"Lidcombe - Regents Park","125011586","Lidcombe",0.5560486,"55.6%",12380,"Cumberland","Western Sydney"
125011474,"Lidcombe - Regents Park","125011585","Berala",0.2811278,"28.1%",12380,"Cumberland","Western Sydney"
125011474,"Lidcombe - Regents Park","125011587","Regents Park",0.1628236,"16.3%",12380,"Cumberland","Western Sydney"
120021389,"Lilyfield - Rozelle","120021389","Lilyfield - Rozelle",1,"100.0%",14170,"Inner West","Sydney"
121031408,"Lindfield - Roseville","121031408","Lindfield - Roseville",1,"100.0%",14500,"Ku-ring-gai","Northern Sydney"
112021248,"Lismore","112021248","Lismore",1,"100.0%",14850,"Lismore","Northern NSW"
112021249,"Lismore Region","112021249","Lismore Surrounds",1,"100.0%",14850,"Lismore","Northern NSW"
103031070,"Lithgow","103031070","Lithgow",1,"100.0%",14870,"Lithgow","Nepean Blue Mountains"
103031071,"Lithgow Region","103031071","Lithgow Surrounds",1,"100.0%",14870,"Lithgow","Nepean Blue Mountains"
127031525,"Liverpool - Warwick Farm","127031731","Liverpool - East",0.43335784975727,"43.3%",14900,"Liverpool","South Western Sydney"
127031525,"Liverpool - Warwick Farm","127031732","Liverpool - West",0.40954205024273,"41.0%",14900,"Liverpool","South Western Sydney"
127031525,"Liverpool - Warwick Farm","127031601","Warwick Farm",0.1571001,"15.7%",14900,"Liverpool","South Western Sydney"
108031161,"Lord Howe Island","108031161","Lord Howe Island",1,"100.0%",19399,"Unincorporated NSW","South Eastern Sydney"
108021157,"Macksville - Scotts Head","108021157","Macksville - Scotts Head",1,"100.0%",15700,"Nambucca Valley","Mid North Coast"
104011082,"Maclean - Yamba - Iluka","104011082","Maclean - Yamba - Iluka",1,"100.0%",11730,"Clarence Valley","Northern NSW"
123021442,"Macquarie Fields - Glenfield","123021706","Macquarie Fields",0.5930485,"59.3%",11500,"Campbelltown (NSW)","South Western Sydney"
123021442,"Macquarie Fields - Glenfield","123021704","Glenfield",0.4069515,"40.7%",11500,"Campbelltown (NSW)","South Western Sydney"
126021500,"Macquarie Park - Marsfield","126021500","Macquarie Park - Marsfield",1,"100.0%",16700,"Ryde","Northern Sydney"
106021114,"Maitland","106021114","Maitland",1,"100.0%",15050,"Maitland","Hunter New England"
106021115,"Maitland - East","106021614","East Maitland - Metford",0.6570794,"65.7%",15050,"Maitland","Hunter New England"
106021115,"Maitland - East","106021617","Tenambit - East Maitland",0.3394406,"33.9%",15050,"Maitland","Hunter New England"
106021115,"Maitland - East","106021618","Thornton - Millers Forest",0.00348,"0.3%",15050,"Maitland","Hunter New England"
106021116,"Maitland - North","106021116","Maitland - North",1,"100.0%",15050,"Maitland","Hunter New England"
106021117,"Maitland - West","106021615","Rutherford (North) - Aberglasslyn",0.6980665,"69.8%",15050,"Maitland","Hunter New England"
106021117,"Maitland - West","106021616","Rutherford (South) - Telarah",0.3019335,"30.2%",15050,"Maitland","Hunter New England"
118021350,"Malabar - La Perouse - Chifley","118021653","Matraville - Chifley",0.5434206,"54.3%",16550,"Randwick","South Eastern Sydney"
118021350,"Malabar - La Perouse - Chifley","118021652","Malabar - La Perouse",0.4565794,"45.7%",16550,"Randwick","South Eastern Sydney"
122011419,"Manly - Fairlight","122011419","Manly - Fairlight",1,"100.0%",15990,"Northern Beaches","Northern Sydney"
122031430,"Manly Vale - Allambie Heights","122031430","Manly Vale - Allambie Heights",1,"100.0%",15990,"Northern Beaches","Northern Sydney"
118021351,"Maroubra","118021567","Maroubra - South",0.3630163,"36.3%",16550,"Randwick","South Eastern Sydney"
118021351,"Maroubra","118021568","Maroubra - West",0.3244899,"32.4%",16550,"Randwick","South Eastern Sydney"
118021351,"Maroubra","118021566","Maroubra - North",0.3124938,"31.2%",16550,"Randwick","South Eastern Sydney"
117021326,"Marrickville","117021637","Marrickville - South",0.5560704,"55.6%",14170,"Inner West","Sydney"
117021326,"Marrickville","117021636","Marrickville - North",0.4439296,"44.4%",14170,"Inner West","Sydney"
111031226,"Maryland - Fletcher - Minmi","111031226","Maryland - Fletcher - Minmi",1,"100.0%",15900,"Newcastle","Hunter New England"
117011322,"Mascot - Eastlakes","117011635","Mascot",0.5991506,"59.9%",10500,"Bayside (NSW)","South Eastern Sydney"
117011322,"Mascot - Eastlakes","117011634","Eastlakes",0.4008494,"40.1%",10500,"Bayside (NSW)","South Eastern Sydney"
111031227,"Mayfield - Warabrook","111031227","Mayfield - Warabrook",1,"100.0%",15900,"Newcastle","Hunter New England"
128021535,"Menai - Lucas Heights - Woronora","128021535","Menai - Lucas Heights - Woronora",1,"100.0%",17150,"Sutherland Shire","South Eastern Sydney"
111031228,"Merewether - The Junction","111031228","Merewether - The Junction",1,"100.0%",15900,"Newcastle","Hunter New England"
101041025,"Merimbula - Tura Beach","101041025","Merimbula - Tura Beach",1,"100.0%",10550,"Bega Valley","Southern NSW"
125031485,"Merrylands - Holroyd","125031714","Merrylands - Holroyd",0.7624893,"76.2%",12380,"Cumberland","Western Sydney"
125031485,"Merrylands - Holroyd","125031716","South Wentworthville",0.2375107,"23.8%",12380,"Cumberland","Western Sydney"
123021443,"Minto - St Andrews","123021443","Minto - St Andrews",1,"100.0%",11500,"Campbelltown (NSW)","South Western Sydney"
128011530,"Miranda - Yowie Bay","128011530","Miranda - Yowie Bay",1,"100.0%",17150,"Sutherland Shire","South Eastern Sydney"
114021286,"Mittagong","114021286","Mittagong",1,"100.0%",18350,"Wingecarribee","South Western Sydney"
109031184,"Moama","109031184","Moama",1,"100.0%",15520,"Murray River","Murrumbidgee"
119041380,"Monterey - Brighton-le-Sands - Kyeemagh","119041380","Monterey - Brighton-le-Sands - Kyeemagh",1,"100.0%",10500,"Bayside (NSW)","South Eastern Sydney"
110031195,"Moree","110031195","Moree",1,"100.0%",15300,"Moree Plains","Hunter New England"
110031196,"Moree Region","110031196","Moree Surrounds",1,"100.0%",15300,"Moree Plains","Hunter New England"
111021218,"Morisset - Cooranbong","111021218","Morisset - Cooranbong",1,"100.0%",14650,"Lake Macquarie","Hunter New England"
119031369,"Mortdale - Penshurst","119031666","Mortdale - Oatley",0.5944027,"59.4%",12930,"Georges River","South Eastern Sydney"
119031369,"Mortdale - Penshurst","119031667","Penshurst",0.4055973,"40.6%",12930,"Georges River","South Eastern Sydney"
101041026,"Moruya - Tuross Head","101041026","Moruya - Tuross Head",1,"100.0%",12750,"Eurobodalla","Southern NSW"
121041415,"Mosman","121041689","Mosman - South",0.5115353,"51.2%",15350,"Mosman","Northern Sydney"
121041415,"Mosman","121041688","Mosman - North",0.4884647,"48.8%",15350,"Mosman","Northern Sydney"
114021287,"Moss Vale - Berrima","114021287","Moss Vale - Berrima",1,"100.0%",18350,"Wingecarribee","South Western Sydney"
123011435,"Mount Annan - Currans Hill","123011701","Mount Annan",0.6677616,"66.8%",11450,"Camden","South Western Sydney"
123011435,"Mount Annan - Currans Hill","123011698","Currans Hill",0.1865491,"18.7%",11450,"Camden","South Western Sydney"
123011435,"Mount Annan - Currans Hill","123011702","Spring Farm",0.1456893,"14.6%",11450,"Camden","South Western Sydney"
116031317,"Mount Druitt - Whalan","116031317","Mount Druitt - Whalan",1,"100.0%",10750,"Blacktown","Western Sydney"
111011210,"Mount Hutton - Windale","111011210","Mount Hutton - Windale",1,"100.0%",14650,"Lake Macquarie","Hunter New England"
103031072,"Mudgee","103031072","Mudgee",1,"100.0%",15270,"Mid-Western Regional","Western NSW"
103031073,"Mudgee Region - East","103031073","Mudgee Surrounds - East",1,"100.0%",15270,"Mid-Western Regional","Western NSW"
103031074,"Mudgee Region - West","103031074","Mudgee Surrounds - West",1,"100.0%",15270,"Mid-Western Regional","Western NSW"
124031463,"Mulgoa - Luddenham - Orchard Hills","124031463","Mulgoa - Luddenham - Orchard Hills",0.9797804,"98.0%",16350,"Penrith","Nepean Blue Mountains"
124031463,"Mulgoa - Luddenham - Orchard Hills","127011592","Badgerys Creek",0.0202196,"2.0%",14900,"Liverpool","South Western Sydney"
112011243,"Mullumbimby","112011243","Mullumbimby",1,"100.0%",11350,"Byron","Northern NSW"
112031251,"Murwillumbah","112031251","Murwillumbah",1,"100.0%",17550,"Tweed","Northern NSW"
112031252,"Murwillumbah Region","112031252","Murwillumbah Surrounds",0.9998662,"100.0%",17550,"Tweed","Northern NSW"
112031252,"Murwillumbah Region","112031251","Murwillumbah",0.0001338,"0.0%",17550,"Tweed","Northern NSW"
106041126,"Muswellbrook","106041126","Muswellbrook",1,"100.0%",15650,"Muswellbrook","Hunter New England"
106041127,"Muswellbrook Region","106041127","Muswellbrook Surrounds",1,"100.0%",15650,"Muswellbrook","Hunter New England"
108021158,"Nambucca Heads","108021158","Nambucca Heads",1,"100.0%",15700,"Nambucca Valley","Mid North Coast"
108021159,"Nambucca Heads Region","108021159","Nambucca Heads Surrounds",1,"100.0%",15700,"Nambucca Valley","Mid North Coast"
102011035,"Narara","102011035","Narara",1,"100.0%",11650,"Central Coast (NSW)","Central Coast"
101041027,"Narooma - Bermagui","101041027","Narooma - Bermagui",1,"100.0%",12750,"Eurobodalla","Southern NSW"
122031431,"Narrabeen - Collaroy","122031693","Collaroy - Collaroy Plateau",0.5545385,"55.5%",15990,"Northern Beaches","Northern Sydney"
122031431,"Narrabeen - Collaroy","122031697","Narrabeen - Wheeler Heights",0.4454615,"44.5%",15990,"Northern Beaches","Northern Sydney"
110031197,"Narrabri","110031197","Narrabri",1,"100.0%",15750,"Narrabri","Hunter New England"
110031198,"Narrabri Region","110031198","Narrabri Surrounds",1,"100.0%",15750,"Narrabri","Hunter New England"
113011259,"Narrandera","113011259","Narrandera",1,"100.0%",15800,"Narrandera","Murrumbidgee"
105031105,"Narromine","105031105","Narromine",1,"100.0%",15850,"Narromine","Western NSW"
119031370,"Narwee - Beverly Hills","119031370","Narwee - Beverly Hills",1,"100.0%",12930,"Georges River","South Eastern Sydney"
106031121,"Nelson Bay Peninsula","106031121","Nelson Bay Peninsula",1,"100.0%",16400,"Port Stephens","Hunter New England"
121041416,"Neutral Bay - Kirribilli","121041416","Neutral Bay - Kirribilli",1,"100.0%",15950,"North Sydney","Northern Sydney"
111031229,"Newcastle - Cooks Hill","111031229","Newcastle - Cooks Hill",1,"100.0%",15900,"Newcastle","Hunter New England"
111031230,"Newcastle Port - Kooragang","111031230","Newcastle Port - Kooragang",1,"100.0%",15900,"Newcastle","Hunter New England"
122021422,"Newport - Bilgola","122021422","Newport - Bilgola",1,"100.0%",15990,"Northern Beaches","Northern Sydney"
117031332,"Newtown - Camperdown - Darlington","117031640","Newtown (NSW)",0.6020307,"60.2%",14170,"Inner West","Sydney"
117031332,"Newtown - Camperdown - Darlington","117031638","Camperdown - Darlington",0.3979693,"39.8%",17200,"Sydney","Sydney"
102011036,"Niagara Park - Lisarow","102011036","Niagara Park - Lisarow",1,"100.0%",11650,"Central Coast (NSW)","Central Coast"
121021406,"Normanhurst - Thornleigh - Westleigh","121021406","Normanhurst - Thornleigh - Westleigh",1,"100.0%",14000,"Hornsby","Northern Sydney"
114011277,"North Nowra - Bomaderry","114011277","North Nowra - Bomaderry",0.9994603,"99.9%",16950,"Shoalhaven","Illawarra Shoalhaven"
114011277,"North Nowra - Bomaderry","114011272","Berry - Kangaroo Valley",0.0005397,"0.1%",16950,"Shoalhaven","Illawarra Shoalhaven"
125041489,"North Parramatta","125041489","North Parramatta",1,"100.0%",16260,"Parramatta","Western Sydney"
125041490,"North Rocks","125041490","North Rocks",1,"100.0%",16260,"Parramatta","Western Sydney"
126021501,"North Ryde - East Ryde","126021501","North Ryde - East Ryde",1,"100.0%",16700,"Ryde","Northern Sydney"
121041417,"North Sydney - Lavender Bay","121041417","North Sydney - Lavender Bay",1,"100.0%",15950,"North Sydney","Northern Sydney"
125041491,"Northmead","125041491","Northmead",1,"100.0%",16260,"Parramatta","Western Sydney"
114011278,"Nowra","114011278","Nowra",1,"100.0%",16950,"Shoalhaven","Illawarra Shoalhaven"
105011095,"Nyngan - Warren","105011095","Nyngan - Warren",1,"100.0%",10950,"Bogan","Western NSW"
125021478,"Oatlands - Dundas Valley","125021478","Oatlands - Dundas Valley",1,"100.0%",16260,"Parramatta","Western Sydney"
119031371,"Oatley - Hurstville Grove","119031371","Oatley - Hurstville Grove",1,"100.0%",12930,"Georges River","South Eastern Sydney"
103011061,"Oberon","103011061","Oberon",1,"100.0%",16100,"Oberon","Western NSW"
108051168,"Old Bar - Manning Point - Red Head","108051168","Old Bar - Manning Point - Red Head",1,"100.0%",15240,"Mid-Coast","Hunter New England"
103041077,"Orange","103041077","Orange",1,"100.0%",16150,"Orange","Western NSW"
103041078,"Orange - North","103041078","Orange - North",1,"100.0%",16150,"Orange","Western NSW"
103041079,"Orange Region","103041079","Orange Surrounds",1,"100.0%",11400,"Cabonne","Western NSW"
102021051,"Ourimbah - Fountaindale","102021051","Ourimbah - Fountaindale",1,"100.0%",11650,"Central Coast (NSW)","Central Coast"
128021536,"Oyster Bay - Como - Jannali","128021536","Oyster Bay - Como - Jannali",1,"100.0%",17150,"Sutherland Shire","South Eastern Sydney"
